Loc,Mfg,item,description,ext_desc,avail_o/h ,Comm_O/H,RANK,AISLE_ZONEBIN,vendor_id,plu_number,product_description,case_pack_size,size_desc,tax_flag, retail_price ,sub_department_number,sub_category_number,brand_identity,_merge
,,100-001-111,,,,,,,FBA,3640900519,CLAYTONS KOLA KICK 300ML,24,300ML,1,5.8,140,140003,CLAYTONS,right_only
,,1000,,,,,,,MISC,2001000,UNCOOKED CHOPPED CALLALOO,1,,1,3.5,330,330001,,right_only
,,1000,,,,,,,MISC,10292801000,CUZ NAT PASS/FRUIT JCE 500ML,1,500ML,1,5.9,190,190002,CUZ NAT,right_only
,,100013,,,,,,,PRO,80882910001,H/SELECT OXI-ALL STN REMVR 14Z,1,14 OZ,1,5.25,370,370002,H/SELECT,right_only
,,100072,,,,,,,CTL,5.05E+11,151 BOOT&SHOE SHOE SHINE4PKT,72,4PKT,1,10.1,370,370014,151,right_only
KT,,100081,BUSH BAKE BEAN 12/28, ,1,0,B,999003,AGF,3940001614,BUSH ORIG BAKED BEANS 794G,12,794G,1,16.9,610,610004,BUSHS,both
,,10009,,,,,,,SVB,9.50E+11,MOUNT GAY XO 700ML,12,700ML,1,43.8,140,140003,MOUNT GAY,right_only
,,100102,,,,,,,TTL,79313620022,WHITE CLOUD B/ROOM TISSUE 1RL,24,1ROLL,0,2.25,430,430001,WHITE CLOUD ,right_only
,,100107,,,,,,,AGF,3940001594,BUSH BAKED BEANS H/STYLE 794G,12,794G,1,16.9,610,610004,BUSHS,right_only
,,100141,,,,,,,TTL,79313620025,WHITE CLOUD B/ROOM TISSUE 4RL,6,4ROLLS,0,9.1,430,430001,WHITE CLOUD ,right_only
,,1001C,,,,,,,GBR,6803,CHICKEN LEGS 33LB CASE,1,33LB CASE,1,117.78,390,390001,CHICKEN ,right_only
,,1001b,,,,,,,GBR,2000541,BONELESS CHICKEN LEG,40,1 LB,1,0,390,390001,CHICK,right_only
,,100202,,,,,,,AIR,65105020018,TUS-T WATER MOR/GIN&LM 350ML,24,350ML,1,3,190,190001,TUS-T,right_only
KT,,100255,LIBBY SLICED BEETS,12/15OZ,1,0,B,999003,AGF,3710003234,LIBBYS SLICE BEETS 425G,12,425G,1,7.55,610,610001,LIBBY,both
KT,,100255,LIBBY SLICED BEETS,12/15OZ,1,0,B,999003,AGF,3710003234,LIBBYS SLICE BEETS 425G,12,425G,1,7.55,610,610001,LIBBY,both
,,10029,,,,,,,OSV,9.36E+11,COSHIELD NITRILE E/GLOVE LG100,1,100CT,0,35,370,370003,COSHIELD,right_only
,,10030,,,,,,,OSV,9.36E+11,INNOVATE PLUS+ GLOVES XL 100S,1,100S,0,35,370,370012,INNOVATE PLUS+,right_only
,,10037000862120A,,,,,,,AGF,3700074969,PAMPERS SWADDLER SZ 5 58CT,1,58CT,0,93.1,160,160004,PAMPERS ,right_only
,,1005A,,,,,,,GBR,2000512,CHICKEN LIVER,10,1 LB,1,0,390,390001,CHICK,right_only
,,1006,,,,,,,GBR,7496014963,ROCKINGHAM CHIC FRANKS 340G,32,340G,1,6.35,390,390005,ROCKINGHAM,right_only
,,100651,,,,,,,AG,3100067008,PF CHANG GARLIC CHICK NDL624G,4,624G,1,35.05,340,340005,PF CHANG,right_only
,,1006A,,,,,,,GBR,7274586977,PERDUE CHICKEN FRANKS 340G,32,340G,1,7,390,390005,PERDUE,right_only
,,1006A,,,,,,,GBR,6817,PERDUE CHIC FRANKS HALF CASE,2,1/2 CASE,1,101.8,390,390005,PERDUE,right_only
,,1006A,,,,,,,GBR,6810,PERDUE CHIC FRANKS 1CASE,1,1 CASE,1,203.6,390,390005,PERDUE,right_only
,,1006C,,,,,,,GBR,1594700709,SWEET MEADOW CHICKEN FRANK340G,32,340G,1,4,390,390005,SWEET MEADOW ,right_only
,,1007,,,,,,,GBR,6804,CHICKEN DRUMSTICKS 40LB CASE,1,40LB CASE,1,115.26,390,390001,CHICKEN ,right_only
,,1007/1007b,,,,,,,GBR,6054,CHICKEN DRUMSTICKS,40,1LB,1,3.35,390,390001,CHICK,right_only
,,10071-550,,,,,,,HAP,5350010071,B/BIRD APPLE JUICE 1.36L,12,1.36LT,1,15.35,190,190002,BLUE BIRD,right_only
,,10073,,,,,,,RPC,80882910073,H/SELECT FRESH VAN&MAGN 283G,1,283G,1,4.65,370,370013,H/SELECT,right_only
,,100750,,,,,,,AGF,5150005722,SMUCKER SQZ STRAWBERRY SPR567G,12,567G,1,16.95,380,380001,SMUCKER,right_only
,,1007B,,,,,,,GBR,6816,CHICKEN DRUMSTICKS 33LB CASE,1,33LB CASE,1,96.75,390,390001,CHICKEN ,right_only
,,1007d,,,,,,,GBR,6827,CHICKEN DRUMSTICKS 22LB CASE,1,22LB CASE,1,64.5,390,390001,CHICKEN ,right_only
,,100804,,,,,,,RPC,80882910080,H/SELECT FRESH JASMN FRSH 283G,1,283G,1,4.65,370,370002,H/SELECT,right_only
,,100818,,,,,,,AGF,3030000602,CASTLEBERRY BARBECUE BEEF 283G,12,283G,1,2.3,610,610006,CASTLEBERRY,right_only
,,100820105,,,,,,,TTL,79313620026,WHITE CLOUD BATHROOM TISSUE 1R,48,1ROLL,,2.05,430,430001,WHITE CLOUD,right_only
,,100820105,,,,,,,TTL,79313620060,WHITE CLOUD BATHROOM TISSUE 1R,48,1ROLL,,2.05,430,430001,WHITE CLOUD,right_only
,,100820404,,,,,,,TTL,79313620027,WHITE CLOUD B/ROOM HYGIENE 4RL,12,4ROLL,0,7.75,430,430001,WHITE CLOUD ,right_only
,,100820405,,,,,,,TTL,79313620061,WHITE CLOUD B/ROOM TIS 4RL,12,4PK,,7.75,430,430001,WHITE CLOUD ,right_only
,,100820503,,,,,,,TTL,79313620062,WHITE CLOUD BATHROOM TISSUE 6R,48,1ROLL,,10.95,430,430001,WHITE CLOUD,right_only
,,100820906,,,,,,,TTL,79313620063,WHITE CLOUD B/ROOM TISSUE 12RL,4,12ROLL,,20.8,430,430001,WHITE CLOUD,right_only
,,100820906,,,,,,,TTL,79313620029,WHITE CLOUD B/ROOM TISSUE 12RL,4,12ROLL,,20.8,430,430001,WHITE CLOUD,right_only
,,1008A,,,,,,,GBR,6802,CHICKEN BACKS 30LB CASE,30,30LB CASE,0,53.35,390,390001,CHICKEN ,right_only
,,100917,,,,,,,AGF,2310001409,CESAR CHICK&BEEF RECIPE 100G,24,100G,1,5.7,450,450001,CESAR,right_only
,,100920105,,,,,,,TTL,79313630044,SOFT & PRETTY B/TISSUE 1 RL,48,1,,1.5,430,430001,SOFT & PRETTY,right_only
,,100920402,,,,,,,TTL,79313630060,SOFT & PRETTY BATH TISSUE 4RL,12,4ROLLS,0,5.25,430,430002,SOFT & PRETTY,right_only
,,100920405,,,,,,,TTL,79313630065,SOFT&PRETTY HYGENE B/TISSU 4RL,12,4RL,,4.75,430,430001,SOFT & PRETTY,right_only
,,100920501,,,,,,,TTL,79313630057,SOFT & PRETTY BATH TISSUE 6 RL,8,6ROLL,0,8.6,430,430002,SOFT & PRETTY,right_only
,,100920504,,,,,,,TTL,79313630027,SOFT & PRETTY BATH TISSUE 6 RL,8,6ROLLS,0,9.1,430,430001,SOFT & PRETTY,right_only
,,100920504,,,,,,,TTL,79313630066,SOFT & PRETTY BATH TISSUE 6 RL,8,6ROLLS,0,9.1,430,430001,SOFT & PRETTY,right_only
,,100920901,,,,,,,TTL,79313630058,SOFT & PRETTY BATH TISSUE 12RL,4,12ROLLS,0,16.8,430,430001,SOFT & PRETTY,right_only
,,100920902,,,,,,,CTL,79313630067,SOFT & PRETTY B/ROOM TIS 12R,4,12 ROLLS,,18.2,430,430001,SOFT & PRETTY,right_only
,,100920902,,,,,,,TTL,79313630028,SOFT&PTRY B/ROOM HYGIENE 12R,4,12 ROLL,0,18.2,430,430001,SOFT & PRETTY,right_only
,,100920902,,,,,,,TTL,79313630074,SOFT&PTRY B/ROOM HYGIENE 12R,4,12 ROLL,0,18.2,430,430001,SOFT & PRETTY,right_only
,,100920902,,,,,,,TTL,79313630037,SOFT&PTRY B/ROOM HYGIENE 12R,4,12 ROLL,0,18.2,430,430001,SOFT & PRETTY,right_only
,,100982,,,,,,,AGF,1122511193,VALU TIME BASIL LEAF 28G,12,28G,1,2.7,550,550002,VALU TIME,right_only
KT,,101,BAD SEASON COMP12/12, ,10,0,A,999004,BAD,3384400101,BADIA COMPLETE SEASONING340.2G,12,340.2G,1,14.95,550,550002,BADIA,both
,,1010,,,,,,,VIG,7107200101,VIGO EX VIRGIN OLIVE OIL 250ML,12,250ML,1,27.3,290,290002,VIGO,right_only
,,10101,,,,,,,ASE,3100010101,BANQUET CHICKEN POT PIE 198G,24,198G,1,13,340,340004,BANQUET,right_only
,,10101-575,,,,,,,HAP,1787910101,ARA REAL VEGETABLE OIL 3.785L,6,3.785LT,1,71.1,290,290001,ERA REAL ,right_only
,,101014,,,,,,,AGF,1122503301,V/TIME POULTRY SEASON 92G,12,92G,1,3.1,550,550002,VALU TIME,right_only
,,101030WH,,,,,,,HAP,1780900928,BOSTON BEST B/FAST BL CUPS12CT,6,113G,1,38.9,270,270001,BOSTONS BEST,right_only
,,101063,,,,,,,AGF,2400001441,DEL MONTE CRM STYLE CORN 234G,12,234G,1,5.2,610,610001,DEL MONTE,right_only
,,101071,,,,,,,AGF,2400016301,DEL MONTE SWT CORN CRM ST 418G,24,411G,1,9.85,610,610001,DEL MONTE,right_only
,,101097,,,,,,,AGF,2400016302,DEL MONTE WHL KERNEL CORN 432G,24,432G,1,9.7,610,610001,DEL MONTE,right_only
,,1011,,,,,,,GBR,2000505,CHICKEN TRAY DRUMS,1,1LB,1,0,390,390001,CHICK,right_only
,,101105,,,,,,,AGF,1122502870,VALU TIME PARSLEY FLAKES 14G,12,14G,1,2.75,550,550002,VALU TIME,right_only
,,10117-575,,,,,,,HAP,1787910117,ARA REAL VEGETABLE OIL 473ML,24,473ML,1,12.75,290,290001,ERA REAL ,right_only
,,101196,,,,,,,AGF,2400016305,DEL MONTE WK NO SALT CORN 432G,24,432G,1,9.7,610,610001,DEL MONTE,right_only
,,1012,,,,,,,GBR,2000584,TRAY PACK THIGHS,1,1 LB,1,0,390,390001,CHICK,right_only
,,1012198,,,,,,,FTI,1115320960,F/TOWN  CHUNK BEEF DIN DOG374G,12,374G,1,5.8,450,450001,FOODTOWN,right_only
,,1012200,,,,,,,FTI,1115320953,F/TOWN  CHOP BEEF DIN DOG374G,12,374G,1,5.8,450,450001,FOODTOWN,right_only
,,1012202,,,,,,,FTI,1115320969,F/TOWN  BF/BAC/CHS DIN DOG374G,12,374G,1,4,450,450001,FOODTOWN,right_only
,,1012204,,,,,,,FTI,1115320966,F/TOWN  CHUNK CHIC DIN DOG374G,12,374G,1,5.8,450,450001,FOODTOWN,right_only
,,1012248,,,,,,,FTI,1115320974,F/TOWN BF& CHK DINN DOG FD156G,24,156G,1,3.45,450,450001,FOODTOWN,right_only
,,1012250,,,,,,,FTI,1115320976,F/TOWN GRMET DINN DOG FD 156G,24,156G,1,3.65,450,450001,FOODTOWN,right_only
,,1012255,,,,,,,FTI,1115320924,F/TOWN  BEEF&SWT POT D/DIN362G,12,362G,1,8.2,450,450001,FOODTOWN,right_only
,,1012256,,,,,,,FTI,1115320930,F/TOWN  SALM&SWT POT D/DIN362G,12,362G,1,8.11,450,450001,FOODTOWN,right_only
,,1012257,,,,,,,FTI,1115320922,F/TOWN  CHIC&SWT POT D/DIN362G,12,362G,1,8.2,450,450001,FOODTOWN,right_only
,,101238,,,,,,,AGF,2400000095,DEL MONTE WK CORN NSA 248G,12,248G,1,5.1,610,610001,DEL MONTE,right_only
,,10124-575,,,,,,,HAP,1787910124,ARA REAL VEGETABLE OIL 708ML,12,708ML,1,18.8,290,290001,ERA REAL ,right_only
,,101246,,,,,,,AGF,2000010453,GREEN GIANT MEXICORN 311G,12,311G,1,11.9,610,610001,GREEN GIANT ,right_only
,,1014,,,,,,,MISC,2001014,SPINACH LOCAL,1,,1,4.5,330,330001,,right_only
,,1014120,,,,,,,FTI,1115321024,F/TOWN  CRUNCH DOG FOOD 8KG,1,8KG,1,42.2,450,450001,FOODTOWN,right_only
,,1014156,,,,,,,FTI,1115321049,F/TOWN  HI PRO DOG FOOD 8KG,1,8KG,1,49.8,450,450001,FOODTOWN,right_only
,,1014158,,,,,,,FTI,1115321058,F/TOWN  HI PRO DOG FOOD 2KG,12,2KG,1,12.75,450,450001,FOODTOWN,right_only
,,101428,,,,,,,AGF,1122512105,VALU TIME BAY LEAVES 5G,12,5G,1,3.85,550,550002,VALU TIME,right_only
,,101444,,,,,,,AGF,2000010515,GREEN GIANT MEXICORN 198G,12,198G,1,6.85,610,610001,GREEN GIANT ,right_only
,,101675,,,,,,,AGF,1700000933,ARMOUR LITE VIENNA SAUSAGE142G,24,142G,1,2.78,610,610006,ARMOUR LITE,right_only
,,101782,,,,,,,AGF,1122502872,VALU TIME SEASONED SALT 170G,12,170G,1,3.25,550,550002,VALU TIME,right_only
KT,,101808,MUELL FETTUCCINE,20/16OZ,1,0,C,999003,AGF,2920000205,MUELLERS FETTUCCINE 454G,20,454G,1,8.7,600,600002,MUELLER,both
KT,,101808,MUELL FETTUCCINE,20/16OZ,1,0,C,999003,AGF,2920000205,MUELLERS FETTUCCINE 454G,20,454G,1,8.7,600,600002,MUELLER,both
,,1019,,,,,,,GBR,2000513,CHICKEN GIZZARD,40,1LB,1,0,390,390001,CHICK,right_only
,,101931,,,,,,,AGF,1116116851,S/FINE SNAP&S STOR BAGS 20/1GL,12,1GAL/20,1,7.8,430,430008,SHURFINE,right_only
,,101949,,,,,,,AGF,1116116850,S/FINE STORAGE BAG QRT SNS 25,12,25,1,7.95,430,430008,SHURFINE,right_only
,,102-0103-56,,,,,,,FBA,5310032056,AQUAFRESH EXT FRSH BREATH 6.4Z,12,6.4OZ,1,12.65,180,180001,AQUAFRESH,right_only
,,102-0138-05,,,,,,,FBA,7.44E+11,ENO LEMON SACHETS 5G,48,5G,,1.5,360,360002,ENO,right_only
,,1020,,,,,,,ASI,4660001020,ECKRICH OLIVE LOAF 8 OZ,12,8OZ,1,7.4,390,390005,ECKRICH,right_only
,,102010334,,,,,,,FBA,5310032228,AQUAFRESH TRIPLE PROT T/P 181G,12,181G,1,11,180,180001,AQUAFRESH,right_only
,,102010375,,,,,,,FBA,5310033550,AQUAFRESH UTLIMATE WHITE 170G,12,170G,1,18.98,180,180001,AQUAFRESH,right_only
,,1021014,,,,,,,FTI,1115321357,F/TOWN  SUPPER SUPRME CAT 150G,24,150G,1,2.9,450,450004,FOODTOWN,right_only
,,1021020,,,,,,,FTI,1115321353,F/TOWN  TUNA DINNER CAT 150G,24,150G,1,3,450,450004,FOODTOWN,right_only
,,1021021,,,,,,,FTI,1115321394,F/TOWN  MIX GRILL CAT FOOD150G,24,150G,1,3.4,450,450004,FOODTOWN,right_only
,,1021026,,,,,,,FTI,1115321359,F/TOWN  CHICK & TUNA CAT 150G,24,150G,1,3.35,450,450004,FOODTOWN,right_only
,,1021030,,,,,,,FTI,1115321356,F/TOWN  BEEF N GRAVY CAT 150G,24,150G,1,3.35,450,450004,FOODTOWN,right_only
,,1021032,,,,,,,FTI,1115321355,F/TOWN  CHICK N GRAVY CAT 150G,24,150G,1,3.5,450,450004,FOODTOWN,right_only
,,1021045,,,,,,,FTI,1115321397,F/TOWN  SEAFOOD CATCH CAT 150G,24,150G,1,3.35,450,450004,FOODTOWN,right_only
,,1022,,,,,,,GBR,2005937,FOOTBALL HAM,1,1LB,1,0,320,320001,DELI,right_only
,,1022,,,,,,,VIG,7107201019,VIGO GREEK BLACK OLIVES 227G,12,227G,1,11.8,280,280005,VIGO,right_only
,,1022122,,,,,,,FTI,1115321324,F/TOWN CAT FOOD BLEND 1.5KG,12,1.5KG,1,13.15,450,450004,FOODTOWN,right_only
,,1022122,,,,,,,FTI,1115321316,F/TOWN  CAT FD OCEAN FISH 1.5K,12,1.5KG,1,13.15,450,450004,FOODTOWN,right_only
,,102277,,,,,,,AGF,6414432160,GULDEN SPICY BROWN MUSTARD340G,12,340G,1,11.85,280,280002,GULDENS,right_only
,,1023,,,,,,,VIG,7107200102,VIGO EX VIRGIN OLIVE OIL 500ML,12,500ML,1,50.3,290,290002,VIGO,right_only
,,102392,,,,,,,AGF,2920000206,MUELLERS ANGEL HAIR 454G,20,454G,1,8.5,600,600002,MUELLER,right_only
,,102467,,,,,,,AGF,4124400154,MARTIN UNFILITER APPLE JC1.5LT,6,1.5LT,1,32.75,190,190002,MARTINELLIS,right_only
,,1025,,,,,,,GBR,6351,PICNIC HAMS FROZEN,1,1 LB,1,10.85,340,340002,PORK ,right_only
,,1025,,,,,,,GBR,2000901,PICNIC HAM,1,1 LB,1,0,340,340002,PORK,right_only
,,1026,,,,,,,GBR,6352,LEG HAMS FROZEN,1,1 LB,1,13.19,340,340002,PORK ,right_only
KT,,102665,EL PASO TACO BOWLS,8/10.9OZ,1,0,C,999002,AGF,4600043165,OLD EL PASO SOFT TORT BOWL309G,8,309G,1,22,600,600006,OLD EL PASO,both
KT,,102665,EL PASO TACO BOWLS,8/10.9OZ,1,0,C,999002,AGF,4600043165,OLD EL PASO SOFT TORT BOWL309G,8,309G,1,22,600,600006,OLD EL PASO,both
,,102913,,,,,,,AGF,1116112612,S/FINE TOMATO PASTE 340G,24,340G,1,5.8,490,490003,SHURFINE,right_only
,,102970,,,,,,,AGF,1116112621,S/FINE TOMATO KETCHUP 397G,24,397G,1,5.8,280,280001,SHURFINE,right_only
,,102988,,,,,,,AGF,1116112631,S/FINE TOMATO KETCHUP 1.81KG,9,1.81KG,1,16.6,280,280001,SHURFINE,right_only
KT,,103,BAD OREGANO WH12/2.5,,3,0,B,999004,BAD,3384400103,BADIA WHOLE OREGANO 70.9G,12,70.9G,1,6.85,550,550002,BADIA,both
,,103-00023,,,,,,,PGC,1204400023,OLD SPICE ORIG HIGH END 85G,12,85G,1,16.6,180,180005,OLD SPICE ,right_only
,,103-00024,,,,,,,PGC,38151900024,NICE N EASY NAT LIGHT ASH BRWN,12,1KIT,1,36.8,180,180003,NICE N EASY,right_only
,,103-00025,,,,,,,PGC,1204400025,OLD SPICE HE PURE SPORT 85G,12,85G,1,16.6,180,180005,OLD SPICE ,right_only
,,103-00054,,,,,,,PGC,2270000054,NOXZEMA TRIP/CLN PADS 90 PADS,12,90CT,1,17.4,180,180004,NOXZEMA ,right_only
,,103-00061,,,,,,,PGC,8087800061,PANTENE PRO-V CONDITION 750ML,6,750ML,1,43.3,180,180003,PANTENE,right_only
,,103-00249,,,,,,,PGC,1204400249,O/SPICE H/END CLR/GEL FRSH 3OZ,12,3OZ,1,11.99,180,180005,OLD SPICE ,right_only
,,103-00250,,,,,,,PGC,1204400250,OLD SPICE H/E MNT RUSH GEL 85G,12,85G,1,13.15,180,180005,OLD SPICE ,right_only
,,103-00391,,,,,,,PGC,373910,CREST TARTAR CON REG T/P 181G,24,181G,1,13.6,180,180001,CREST,right_only
,,103-00550,,,,,,,PGC,8087800550,PANTENE PRO-V SHAMPOO C/C 750M,6,750ML,1,36.3,180,180003,PANTENE,right_only
,,103-00606,,,,,,,PGC,376060,DAWN ORIG SCENT DISHWASH 375M,25,375ML,1,6.75,370,370004,DAWN,right_only
,,103-00608,,,,,,,PGC,376080,DAWN ORANGE ANTI BAC 740 ML,12,740ML,1,13.5,370,370004,DAWN,right_only
,,103-00613,,,,,,,PGC,376130,DAWN PLUS HAND CARE 375ML,25,375ML,1,6.75,370,370004,DAWN,right_only
,,103-00615,,,,,,,PGC,376150,JOY REFRSH CITRUS WASHUP 532ML,20,532ML,1,5.8,370,370004,JOY,right_only
,,103-00616,,,,,,,PGC,376160,JOY ORANGE CNT WASHUP 375ML,25,375ML,1,6.4,370,370004,JOY,right_only
,,103-00617,,,,,,,PGC,32390000617,VICKS BABY RUB 50G,36,50G,0,16,360,360003,VICKS,right_only
,,103-00617,,,,,,,PGC,376170,JOY ORANGE OIL WASHUP 740ML,12,740ML,1,10.75,370,370004,JOY,right_only
,,103-00620,,,,,,,PGC,376200,IVORY CLASSIC SCENT 375ML,25,375ML,1,7.05,370,370004,IVORY,right_only
,,103-00933,,,,,,,PGC,8087800933,PANTENE SHAMP D/MOIST 400ML,12,400ML,1,21.8,180,180003,PANTENE,right_only
,,103-01069,,,,,,,PGC,1204401069,OLD SPICE AFTERSHAVE CLASS125M,12,125ML,1,29.75,180,180006,OLD SPICE ,right_only
,,103-01071,,,,,,,PGC,1204401071,OLD SPICE  AFTER SHAVE L 188ML,12,188ML,1,31.05,180,180006,OLD SPICE ,right_only
,,103-01121,,,,,,,PGC,8087801121,PANTENE STYLING VOL MAX  234G,12,234G,1,21.9,180,180003,PANTENE,right_only
,,103-01195,,,,,,,PGC,8087801195,PANTENE REL&NAT SHAMPOO 400ML,12,400ML,1,21.8,180,180003,PANTENE,right_only
,,103-01968,,,,,,,PGC,38151901968,HERB ESS SET ME UP MOUSS 6.8OZ,12,6.8OZ,1,16.55,180,180003,HERBAL ESSENCES,right_only
,,103-02090,,,,,,,PGC,3077202090,ALWAYS NO FEEL THIN 72 LINERS,12,72CT,0,20.05,180,180010,ALWAYS,right_only
,,103-02546,,,,,,,PGC,8087802546,PANTENE NORMAL HAIR 384 ML,12,384ML,1,16.65,180,180003,PANTENE,right_only
,,103-02548,,,,,,,PGC,8087802548,PANTENE PRO-V SHAM/COND 384 ML,12,384ML,1,15.99,180,180003,PANTENE,right_only
,,103-02611,,,,,,,PGC,1.00E+12,DAWN PROFESSIONAL WASHUP 5GAL,1,5GAL,1,300,370,370004,DAWN,right_only
,,103-03361,,,,,,,FBA,4133343001,DURACELL BATTERY ULT D 4PK,12,4CT,1,27.7,370,370007,DURACELL,right_only
,,103-03361,,,,,,,FBA,4133302995,DURACELL BATTERY SZ D 4PK,12,4CT,1,25.6,370,370007,DURACELL,right_only
,,103-03498,,,,,,,PGC,3077203399,ALWAYS MAXI PADS SZ 4 W/W 16CT,12,16CT,0,24.25,180,180010,ALWAYS,right_only
,,103-03752,,,,,,,PGC,1204403752,OLD SPICE AQUA REEF DEOD 785G,12,785G,1,21.55,180,180005,OLD SPICE ,right_only
,,103-03753,,,,,,,PGC,1204403753,OLD SPICE SWAGGER DEOD 85G,12,85G,1,26.3,180,180005,OLD SPICE ,right_only
,,103-03900,,,,,,,PGC,30149003930,PEPTO BISMOL 118ML,12,118ML,0,12.9,360,360002,PEPTO BISMAL,right_only
,,103-03916,,,,,,,PGC,30149003916,PEPTO BISMOL 473ML,12,473ML,0,19.3,360,360002,PEPTO BISMAL,right_only
,,103-03933,,,,,,,PGC,1204403933,OLD SPICE CLASSIC COLOGNE125ML,12,125ML,1,39.5,180,180006,OLD SPICE ,right_only
,,103-03939,,,,,,,PGC,3700031611,SCOPE ORIG MINT 500ML,9,500ML,1,15.7,180,180001,SCOPE ,right_only
,,103-03940,,,,,,,PGC,3700031612,SCOPE COOL PEPPERMINT 500ML,12,500ML,1,15.7,180,180001,SCOPE ,right_only
,,103-03942,,,,,,,PGC,30149003942,PEPTO BISMOL ORIG 354ML,12,354ML,0,17.15,360,360002,PEPTO BISMAL,right_only
,,103-04003,,,,,,,PGC,1204404003,OLD SPICE REFRESH B/SP P/S106G,12,106G,1,20.5,180,180009,OLD SPICE ,right_only
,,103-04344,,,,,,,PGC,3700004344,ZEST ENERGY FR BATH SOAP8/127G,6,8/127G,1,25.4,180,180004,ZEST,right_only
,,103-04570,,,,,,,PGC,8087800406,PANTENE CLASS CLEAN 2IN1 375ML,6,375ML,1,27.1,180,180003,PANTENE,right_only
,,103-04682/95089,,,,,,,PGC,3700060040,ALWAYS MAXI W/W O/NIGHT 14S,6,14CT,0,18.75,180,180010,ALWAYS,right_only
,,103-04952,,,,,,,PGC,4740004952,GILLETTE CLINIC ST ULT FRSH48G,12,48G,1,34.25,180,180005,GILLETTE,right_only
,,103-05501,,,,,,,PGC,38151905501,HERB ESS H/HYDRA SHAM 300ML,6,300ML,1,20,180,180003,HERBAL ESSENCES,right_only
,,103-05503,,,,,,,PGC,38151905503,HERB ESS BDY ENVY SHAMP 300ML,6,300ML,1,20,180,180003,HERBAL ESSENCES,right_only
,,103-05505,,,,,,,PGC,38151905505,HERB ESS CLR ME HAP SHAM 300ML,6,300ML,1,20,180,180003,HERBAL ESSENCES,right_only
,,103-05507,,,,,,,PGC,38151905507,HERB ESS TLY TWIST SHAMP 300ML,6,300ML,1,20,180,180003,HERBAL ESSENCES,right_only
,,103-05850,,,,,,,PGC,38151905850,HERB ESS LON TERM SHAMP 300ML,6,300ML,1,20,180,180003,HERBAL ESSENCES,right_only
,,103-05851,,,,,,,PGC,38151905851,HERB ESS LON TERM COND 300ML,6,300ML,1,20,180,180003,HERBAL ESSENCES,right_only
,,103-06400,,,,,,,PGC,3700006400,PAMPERS CRUISERS SZ 4 30DIAP,4,40CT,0,45.65,160,160004,PAMPERS,right_only
,,103-06403,,,,,,,PGC,3700006403,PAMPERS CRUISERS SZ 5 26DIAP,4,26CT,0,45.65,160,160004,PAMPERS,right_only
,,103-06406,,,,,,,PGC,3700006406,PAMPERS CRUISERS SZ 6 22 DIAP,4,22CT,0,45.65,160,160004,PAMPERS,right_only
,,103-06492,,,,,,,PGC,3700006492,CHARMIN BASIC BIG B/TISSU 4/1P,12,1 PLY/4RL,0,10.55,430,430001,CHARMIN,right_only
,,103-06493,,,,,,,PGC,3700006493,CHARMIN BASIC BIG B/TISSU 6/1P,8,1PLY/6RL,0,15.55,430,430001,CHARMIN,right_only
,,103-06494,,,,,,,PGC,3700006494,CHARMIN BASIC BIG B/TISU 12RL,4,12RL,0,28.85,430,430001,CHARMIN,right_only
,,103-06509,,,,,,,PGC,3700006509,CHARMIN BASIC 1 PLY 4 ROLL,24,1PLY/4,0,6.85,430,430001,CHARMIN,right_only
,,103-06565,,,,,,,PGC,3700006565,CHARMIN GIANT 1 PLY UNSC 12 RL,5,1PLY/12,0,51.5,430,430001,CHARMIN,right_only
,,103-07371,,,,,,,PGC,4740007371,GILLETTE MACH3 5 CARTRIDGE,48,5CT,1,55.2,180,180006,GILLETTE,right_only
,,103-07798,,,,,,,PGC,3700007798,PUFFS 2 PLY TISSUES 132CT,24,132CT,1,6.25,430,430002,PUFFS,right_only
,,103-08216,,,,,,,PGC,3700030562,ALWAYS MAXI W/W SUPER LONG16S,12,16CT,0,15.35,180,180010,ALWAYS,right_only
,,103-08217,,,,,,,PGC,3700030566,ALWAYS MAXI PADS SUP LONG 32S,6,32CT,0,31.95,180,180010,ALWAYS,right_only
,,103-08246,,,,,,,PGC,3700008246,PUFFS ULTRA DESIGN 132/2 PLY,24,2PLY/132,1,9.3,430,430002,PUFFS,right_only
,,103-08279,,,,,,,PGC,3700042688,ALWAYS PANTYLINER UNSCENT 20S,24,20CT,0,5.45,180,180010,ALWAYS,right_only
,,103-08280,,,,,,,PGC,3700042689,ALWAYS PANTYLINER SCENTED 20S,24,20CT,0,5.45,180,180010,ALWAYS,right_only
,,103-08886,,,,,,,PGC,3700008886,TIDE 2X HIGH EFFCNCY 64LD2.95L,4,2.95LT,0,90.05,370,370001,TIDE,right_only
,,103-09161OR 0049-07,,,,,,,FBA,4133321401,DURACELL BATTERY C 2PKT,48,2CT,1,15,370,370007,DURACELL,right_only
,,103-09261,,,,,,,PGC,4133321501,DURACELL BATTERY AA 2PKT,56,2CT,1,8.2,370,370007,DURACELL,right_only
,,103-09361,,,,,,,PGC,4133311601,DURACELL BATTERY 9 VOLT 1CT,48,1CT,1,14.85,370,370007,DURACELL,right_only
,,103-09361,,,,,,,PGC,4133300104,DURACELL BATTERY 9 VOLT 1CT,48,1CT,1,17.55,370,370007,DURACELL,right_only
